Symbol,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
BLKB,0.0306,23.7833,14.8018,63.185,24.286,142.7896,1.41,107.93,87.61
BL,0.8215,-12.9893,5.8984,null,2.803,0.15,-0.73,46.9,37.63
BKCC,null,3.581,0.7958,8.2533,0.227,36.1865,0.29,6.22,7.49
BLNK,0.0052,null,null,null,0.862,null,-25.95,5.46,8.75
BLNKW,null,null,null,null,null,null,null,1.71,null
BLMN,0.149,90.6024,50.8375,14.3044,8.959,2897.9939,1.04,21.99,20.9
BCOR,1.1586,5.6425,1.8927,36.004,3.118,62.4472,0.61,38.25,21.35
BLBD,0.4513,null,null,19.1197,12.18,null,0.79,22.3,17
BHBK,null,4.2026,1.3555,28.2908,6.75,51.5327,0.69,22.35,17.4
BLUE,13.4932,-26.9282,5.4201,null,5.206,0,-7.71,168.9,118.5
BKEP,0.1044,null,null,null,0.481,null,-0.15,3.475,6.45
BKEPP,null,null,null,null,null,null,null,null,null
BPMC,9.3333,-35.3908,5.2666,null,5.978,2.8606,-3.92,66.44,47.79
ITEQ,null,null,null,null,2.816,null,null,35.0099,29.99
BMCH,0.0373,8.0455,2.2729,27.4289,4.131,49.7572,0.86,21.25,21.7
BOFI,null,null,2.2913,14.4444,26.25,null,null,42.93,23.02
BOFIL,null,null,null,null,null,null,null,null,null
WIFI,0.2181,-19.799,9.4296,null,7.18,6.7943,-0.49,22.73,15.99
BOJA,0.3521,29.0409,1.5272,13.5975,4.428,54.1248,1.95,15.15,16.25
BOKF,null,9.7806,1.9848,17.45,4.593,167.4942,5.11,97.04,80.87
BOKFL,null,null,null,null,null,null,null,null,null
BNSO,null,null,0.7869,4.7329,2.947,null,null,3.4,2.43
BKNG,2.116,22.1745,7.4783,23.5014,5.102,84.5265,47.78,2102.85,1862.93
BRQS,0.1408,null,null,null,0.2,37.8227,-1.52,5.6,10.35
BOMN,18.2053,-6.1792,3.1614,null,2.66,0.3377,-0.6,22.22,13.41
BPFH,null,4.9415,1.7804,18.8758,4.723,117.9889,0.43,16.85,15
BPFHW,null,null,null,null,1.727,null,null,11.2,null
EPAY,null,null,4.957,null,8.995,null,null,50,26.13
BOXL,0.2145,null,null,null,3.583,null,-1.34,5.8,null
BCLI,1.3992,-62.755,12.6508,null,4.591,0,-0.26,3.98,4.32
BVNSC,null,null,null,null,null,null,null,null,null
BDGE,null,4.8075,1.6072,20.5914,11.355,146.9925,1.04,37.1,32.1
BLIN          ,0.2062,-20.8967,1.1635,null,0.102,28.5225,-0.45,1.2307,2.8575
BWB,null,13.3759,null,null,null,78.739,0.69,12.86,null
BRID,0.7454,18.5977,2.0326,13.7117,3.702,10.8997,0.97,null,13.18
BCOV,0.44,-26.9317,3.7154,null,3.99,0.3805,-0.57,9.6,6.125
BHF,null,-2.5734,0.4839,null,4.053,53.6066,-3.16,44.49,null
AVGO,4.4302,8.6377,5.1764,48.771,1.821,86.5073,4.18,259.71,244.04
BVSN,2.3391,-81.9047,2.4603,null,0.055,0,-1.99,2,4.25
BYFC,null,3.9976,1.3573,39.2777,2.328,146.8647,0.07,2.26,2.04
BWEN,0.0019,-5.4079,0.6373,21.4457,2.74,25.3545,-0.24,2.47,4.81
BPY,null,1.8203,null,null,3.209,514.1467,null,19.54,23.36
BRKL,null,6.7385,1.5089,19.5442,6.592,126.9944,0.68,19.25,14.1
BRKS,0.6925,10.7828,2.7409,23.2296,1.432,0,0.9,33.69,24.89
BRKR,0.8374,11.1347,7.3743,32.7968,6.02,57.2925,0.5,30.01,28.62
BMTC,null,5.0589,1.6852,18.2548,2.895,93.9552,1.34,48.25,40.65
BLMT,null,8.4248,1.595,15.9281,12.327,408.0335,1.63,35.95,29.15
BSQR,1.4204,-26.0504,1.8737,null,1.464,0,-0.72,2.85,5.05
BLDR,0.0721,11.3092,6.5781,16.5651,3.25,474.3161,0.34,18.45,14.8
BFST,null,3.3036,null,null,null,44.7389,0.63,26.72,null
CFFI,null,4.679,1.4309,15.3224,8.264,118.4599,1.89,64.5,47.8
CHRW,0.168,37.6281,8.7195,26.6332,18.166,102.7533,3.59,88.61,67.3
CA,1.0253,8.1146,2.3263,76.8849,5.583,47.2095,1.14,36.15,35.11
CCMP,4.3622,15.8684,3.9974,27.8711,1.471,24.1893,3.47,109.28,74.05
CDNS,1.0781,23.5822,11.9248,38.3155,4.106,73.7331,0.75,43.87,34.28
CDZI,2.0086,null,null,null,21.591,null,-1.5,13.15,13.6
CZR,1.3549,null,2.683,null,2.807,276.3721,-1.35,11.3,12.55
CSTE,1.0883,5.5237,1.6077,16.7844,1.018,2.6659,0.73,16.5,35.2
PRSS,2.0709,-25.5152,0.8696,null,0.624,0,-0.61,1.34,2.52
CLBS,5.9142,82.9976,0.6592,null,1.21,0.3152,2.56,6.83,4.28
CHY,null,null,null,null,1.939,null,null,12.86,11.76
CHI,null,null,null,null,2.208,null,null,11.91,11.18
CCD,null,null,null,null,0.072,null,null,21.96,20.05
CHW,null,null,null,null,1.938,null,null,9.13,8.4
CGO,null,null,null,null,2.313,null,null,14.53,13.14
CSQ,null,null,null,null,0.756,null,null,12.9701,11.74
CAMP,1.633,9.1767,3.8062,2678750,3.019,77.5699,0.47,22.63,19.65
CVGW,0.057,16.3031,6.087,39.5734,15.948,8.4605,2.14,95,69.3
CALA,4.1969,-27.7964,1.9865,null,5.315,0,-0.84,5.3,15
CALM,null,null,2.5623,null,20.383,null,null,51.35,37.7
CLMT,0.1775,-60.0709,4.9314,null,0.538,1661.6347,-1.3106,7.75,4.1
CRUSC,null,null,null,null,null,null,null,null,null
CLXT,13.3202,-73.6029,10.6243,null,18.191,0,-1.12,20.38,null
ABCD,0.0791,null,null,12.0667,0.932,null,0.97,11.07,4.93
CATC,null,10.4845,2.2017,17.364,1.629,2.4189,3.6759,85.58,null
CAC,null,7.1344,1.6213,15.4041,16.911,151.5811,1.83,47.22,40.42
CAMT,1.5681,17.7109,2.4313,22.0529,0.835,0,0.4,7.72,5.47
CSIQ,0.1367,10.3888,0.9555,9.9594,3.289,296.5633,1.71,12.49,15.07
CGIX,0.4858,-79.7114,1.9184,null,2.023,41.2217,-1.01,0.9001,3.8
CPHC,0.8406,10.5886,1.7618,26.4525,1.138,0,0.93,14.855,11
CPLA,3.1638,11.0956,4.181,22.2611,2.76,0,2.02,99.25,86.5
CCBG,null,3.884,1.3713,25.1982,9.074,26.1546,0.64,24.75,19.45
CPLP,0.5143,3.2588,0.5196,14.4194,1.029,55.2114,0.22,3.06,3.32
CSWC,null,13.249,0.8676,16.2255,0.485,0,2.45,19.15,16.31
CSWCL,null,null,null,null,null,null,null,null,null
CPTA,null,-2.9564,0.5234,6.8289,0.476,134.8056,-0.44,8.36,13.3
CPTAG,null,null,null,null,null,null,null,null,null
CPTAL,null,null,null,null,null,null,null,null,null
CFFN,null,6.0909,1.3546,21.2857,11.537,173.4843,0.63,13.53,13.66
CAPR,8.4546,null,3.6972,null,4.339,0,0.1,1.41,0.675
CSTR,null,1.0556,1.628,52.1591,11.793,47.9229,0.13,19.57,18.34
CPST,0.449,-45.8436,1.7014,null,4.916,34.353,-0.2,1.5,0.679
CARA,10.8828,-84.5424,4.5993,null,9.264,0,-1.86,16.59,19.88
CBLK,0.2334,null,null,null,null,null,-8.08,26.14,null
CARB,0.9659,-18.1501,18.4861,1018.9997,12.034,292.2227,-0.14,36.8,23.95
CSII,null,null,6.5733,null,4.352,null,null,31.75,30.8
CDLX,0.5046,null,null,null,null,null,-7.86,24.45,null
CATM,0.1343,-34.3014,2.1674,10.8965,11.363,235.0286,-3.19,26.04,32.48
CDNA,0.3938,null,7.9185,null,20.17,null,-2.38,13.23,1.1
CECO,1.5467,-10.3275,2.8188,24.617,5.303,0,-0.46,16.27,9.58
CTRE,null,4.9423,2.1274,35.1273,7.263,93.9953,0.35,16.95,19.46
CARG,3.2051,null,null,249.8333,19.197,null,0.13,34.61,null
CARO,null,8.9465,1.6428,17.6412,4.315,86.827,1.75,45.05,31.2
CART,null,1.3895,1.5276,37.6136,0.43,114.9868,0.09,8.11,7.09
CRZO,0.0256,43.7609,5.1717,16.7283,7.863,486.1003,1.07,27.91,16.03
TAST,0.3698,3.4363,2.5467,58.2902,11.851,166.5225,0.16,14.95,12.25
CARV,null,187.4521,1.5693,null,0.204,560.3823,0.58,5.3163,3.4483
CASM,1.0875,null,null,null,3.242,null,-0.14,2.06,1.13
CASA,2.5931,null,28.6969,30.9662,0.224,593.3787,0.34,17.7,null
CWST,0.0225,null,null,33.4805,1.768,null,-0.52,26.51,15.7
CASY,0.1057,25.8273,3.2472,13.3407,8.568,105.9441,8.41,106.84,105.6
CASI,8.5913,-36.3098,5.8879,null,5.541,3.8888,-0.18,6.28,0.99
CASS,null,11.5505,3.1775,26.9898,16.368,0,2.04,74.21,59
CATB,2.7209,-133.8813,2.9877,null,0.484,21.0227,-1.26,0.91,1.3
CBIO,3.7124,-108.9209,2.6954,null,1.268,16.5237,-7.45,10.52,4.51
CPRX,19.693,-30.6177,4.9524,null,1.784,0,-0.21,3.39,2.75
CATS,0.846,null,66.3523,null,2.32,64.588,-0.99,7.79,4.55
CATY,null,9.2609,1.7287,17.338,7.361,37.5825,2.19,42.19,37.2
CATYW,null,null,null,null,0.007,null,null,null,null
CGVIC,null,null,null,null,null,null,null,null,null
CIVEC,null,null,null,null,null,null,null,null,null
CVCO,1.1265,14.4453,3.0195,24.4251,4.079,13.3376,6.82,207.7,130.2
CAVM,0.8074,-9.0593,7.4483,88.5975,1.307,82.616,-1.01,82.98,66.79
CBFV,null,7.6005,1.3176,17.3949,5.038,68.7409,1.7,34.75,26.5
CBAK,0.0141,-248.3823,17.6158,null,4.702,1554.2081,-0.92,1.1,1.3185
CBOE,0.5713,23.1413,4.5157,49.8881,4.594,39.7962,3.7,104.98,88.57
CBTX,null,6.8597,1.7104,20.8907,1.739,1.8491,1.23,34.04,null
CDK,null,null,null,30.4413,6.656,null,null,66.08,62.83
CDTI,0.4363,-81.3771,5.6635,null,5.977,0,-0.3178,0.5903,2.4957
CDW,0.0573,51.5677,10.8169,22.4197,2.987,329.179,3.37,83.77,63.17
CECE,0.2773,-1.6084,0.9506,28.3077,3.51,64.3907,-0.09,6.08,9.25
CELC,41.8589,-33.7903,6.0895,null,0.965,0,-0.84,24.55,null
CELG,4.0315,43.4879,11.4493,17.9462,2.619,228.8398,3.77,78.8,133.68
CELGZ,4.0315,43.4879,null,null,0.448,228.8398,null,0.389,1.12
CLDX,5.0269,-37.0789,1.6643,null,6.86,2.7779,-0.72,0.5213,2.58
APOP,6.7658,-119.2421,null,null,3.577,0,null,7.16,8.35
APOPW,null,null,null,null,0.295,null,null,null,null
CLRB,4.7316,-133.8915,2.3391,null,4.381,0.0538,-1.07,0.76,1.59
CLRBW,null,null,null,null,1.198,null,null,null,null
CLRBZ,null,null,null,null,0.234,null,null,null,0.6
CLLS,6.8218,-37.8122,null,null,5.354,0.0127,null,29.68,23.15
CBMG,5.8672,-41.3816,2.982,null,6.58,0,-1.78,20.3,8.3
CLSN,3.8983,-124.126,1.7339,null,2.689,0,-2.72,3.27,2.63
CELH,2.1948,-79.4629,13.9925,null,11.061,20.4115,-0.19,4.94,4.65
CYAD,4.2676,-81.4839,null,null,13.07,3.0378,null,29.45,46.8
CETX,0.5205,11.6643,0.6801,8.221,5.006,41.476,0.32,2.14,3.45
CETXP,null,null,null,null,null,null,null,null,null
CETXW,null,null,null,null,2.884,null,null,null,0.57
CDEV,0.5872,2.9124,1.9281,69.6501,9.565,13.7873,0.32,17.96,14.68
CSFL,null,7.6413,1.7109,18.2184,8.472,64.6324,0.97,31.22,24.37
CETV,0.2916,null,null,41.3999,4.546,null,0.2571,4,4.15
CFBK,null,2.4481,2.2721,30.2994,0.4,66.0097,0.04,2.42,2.11
CENT,0.1471,13.2629,3.1734,26.0326,6.299,62.2403,1.57,41.38,32.02
CENTA,0.1471,13.2629,3.0748,25.2233,1.838,62.2403,1.57,38.54,30.56
CVCY,null,7.5087,1.319,13.7125,1.485,2.4599,1.12,21.25,21
CENX,0.8777,5.6375,2.0724,59.9411,4.191,30.8528,0.51,17.24,13.86
CNBKA,null,8.9144,1.6738,19.1968,2.509,208.5506,4.0053,76.4,64.05
CNTY,2.1684,4.011,1.49,19.1758,0.759,31.5253,0.25,8.78,7.44
CRNT,0.2454,12.4449,1.1541,0.9409,0.61,0,0.2,3.72,2.54
CERC,0.2167,55.3831,3.5914,7.6729,0.922,0,0.4222,4.91,0.5601
CERCW,null,null,null,null,0.026,null,null,0.4,0.04
CERN,1.0205,19.9001,4.6819,30.5393,6.21,11.0068,2.62,59.81,67.34
CERS,2.624,-125.2701,10.0302,null,13.693,91.3303,-0.56,7.03,2.56
KOOL,null,null,0.9647,null,4.633,null,null,0.4373,3.02
CEVA,6.0906,7.4648,4.1617,61.5333,3.177,0,0.78,31.3,46.7
CSBR,null,null,106.5269,null,0.705,null,null,7.12,2.62
CYOU,1.7544,8.9584,1.4512,11.165,14.163,0,2.07,16.85,39.08
BURG,0.0183,-58.4506,0.7482,null,3.207,83.6335,-2.73,2.95,2.97
CTHR,0.8434,-1.3007,0.8358,null,0.844,0,-0.02,1.02,0.92
GTLS,0.3163,3.7347,1.7994,35.1368,10.173,62.0917,0.91,63.5,33.19
CHTR,0.056,24.9801,2.0502,97.8255,4.935,179.6925,38.55,299.3,334.13
CHFN,null,6.918,1.2378,14.6314,4.66,28.0222,1.01,25.04,17.37
CHKP,1.1689,22.6455,4.5774,21.4949,8.257,0,4.93,97.48,113.51
CHEK,4.4795,-119.8014,0.2365,null,2.125,0,-80.64,4.23,22.56
CHEKW,null,null,null,null,1.304,null,null,0.148,0.6326
CHEKZ,null,null,null,null,null,null,null,null,null
CKPT,3.0171,-95.7927,6.7339,null,0.064,0,-1,2.48,null
CEMI,1.2241,-42.129,7.7231,null,7.001,0,-0.52,10.65,6.3
CHFC,null,5.677,1.4267,17.8599,6.123,104.4728,2.11,58.1,46.45
CCXI,3.8647,27.6549,3.6658,16.5278,22.838,5.8991,0.37,12.03,8.21
CHMG,null,5.062,1.5254,23.6606,3.486,49.5398,1.55,51.5,40.11
CHKE,0.0496,-116.12,1.1028,15.3343,5.198,191.1881,-4.17,0.62,7.45
CHFS,7.4582,-144.8268,0.8095,null,0.853,0,-20.1233,2.67,11.6
CHMA,9.9242,-36.2027,0.6635,null,1.309,0,-1.1,1.6,1.5
CSSE,0.3068,78.1952,1.9115,10.8802,3.338,2.744,2.26,10.31,null
CSSEP,null,null,null,null,null,null,null,null,null
PLCE,0.7198,17.4638,5.281,18.3336,8.367,4.5303,4.82,128.1,95.6
CMRX,11.4823,-28.5057,0.9916,null,2.242,0,-1.51,4.76,5.51
CADC,null,null,0.9206,null,0.948,null,null,6.1,2.15
CALI,null,null,0.548,null,10.154,null,null,2.56,2.02
CAAS,0.2521,-6.4494,0.5072,8.0085,0.49,24.3839,-0.61,4.23,4.82
CBPO,2.481,12.8147,3.6359,19.8335,9.99,0,2.4832,100.99,112.57
CCCL,0.0178,-11.9993,0.0862,null,0.484,0,-3.9047,1.62,1.41
CCCR,null,null,23.0449,null,0.237,null,-0.598,1.12,3.16
CCRC,null,null,10.9644,37.8889,1.04,null,null,24.6,15.6
JRJC,0.5725,-52.4017,1.1712,null,0.325,0,-1.6,1.955,1.66
HGSH,1.543,3.9952,0.3417,8.7714,9.178,78.6603,0.14,1.69,1.56
CIFS,null,null,33.0454,60.4467,0.714,null,null,17.14,null
CJJD,0.2761,-74.9446,1.9023,null,0.511,101.6848,-0.68,1.491,1.73
CLDC,null,-68.4646,1.2787,3.9494,0.392,47.2566,-3.2,1.87,4.568
CHNR,0.4172,null,33.1797,null,1.475,null,-1.2,2.3,1.95
CREG,0.9492,-4.4292,0.1136,5.8809,0.174,24.8226,-1.08,1.66,1.3599
CNTF,0.0153,-3.5637,0.1036,2.8219,0.23,6.5136,-0.8815,1.8831,3.31
CXDC,0.1348,4.1062,0.2826,9.5799,1.036,141.1463,0.48,3.65,4.7
CCIH,0.0565,null,null,null,0.288,null,-13.8786,1.13,1.24
CNET,0.2277,-53.9597,0.9971,null,0.031,5.8812,-0.8356,2.74,1.24
IMOS,1.2046,17.4606,null,null,4.124,57.8536,null,16.03,20.53
CDXC,5.6119,-35.662,5.9743,null,10.024,0.9392,-0.26,3.83,3.66
CHSCL,null,null,null,null,null,null,null,null,null
CHSCM,null,null,null,null,null,null,null,null,null
CHSCN,null,null,null,null,null,null,null,null,null
CHSCO,null,null,null,null,null,null,null,null,null
CHSCP,null,null,null,null,null,null,null,null,null
CHDN,0.1141,21.2027,5.5967,39.9335,14.965,176.3548,8.949,301.05,183.25
CHUY,0.3424,16.7363,2.5122,29.2168,12.369,0,1.71,32.4,21.75
CDTX,6.232,-75.3473,2.3362,null,5.947,16.5255,-3.18,5.35,6.9
CMCT,null,55.7458,2.1169,3.4022,3.59,159.6867,5.4914,14.3429,15.95
CMCTP,null,null,null,null,null,null,null,null,null
CMPR,null,null,50.2152,null,42.932,null,null,145.51,90.97
CINF,null,13.6575,1.4907,27.4035,7.931,10.3239,6.36,68.34,71.46
CIDM,0.2352,null,null,null,6.515,null,-0.81,1.52,1.95
CTAS,null,null,7.1325,32.5427,4.741,null,null,188.63,129.16
CRUS,1.8686,14.0048,2.7659,21.7757,7.522,0,2.55,37.6,64.93
CSCO,2.5556,14.8146,2.8857,18.4677,3.346,50.9805,1.92,43.2,31.85
CTRN,0.7324,6.7307,1.7361,20.6008,3.079,0,1.04,28.55,19.95
CTXR,1.2976,-53.6499,1.445,null,0.641,0.7881,-1.89,2.4268,6
CTXRW,null,null,null,null,0.099,null,null,null,null
CZNC,null,7.1753,1.5556,18.7849,13.174,37.6533,1.1,27.71,23.08
CZWI,null,3.621,1.0819,17.6352,0.824,163.7372,0.47,13.75,13.97
CZFC,null,9.6035,1.3229,13.6842,4.481,98.1804,1.68,25.6,22.49
CIZN,null,4.269,1.2783,17.8922,0.864,196.7167,0.76,23.75,null
CTXS,1.0359,-1.1507,12.7423,24.598,5.321,214.3635,-0.13,105.51,81.18
CHCO,null,11.3698,2.097,17.1245,17.416,53.4747,3.49,77.33,64.76
CIVB,null,10.2376,1.3427,16.6494,9.19,73.6564,1.48,25.07,19.51
CIVBP,null,null,null,null,null,null,null,null,null
CLAR,0.0938,-0.4157,1.4469,280.0671,6.582,12.7879,-0.02,7.95,6.5
CLNE,0.8733,-17.6897,0.721,null,3.05,60.9117,-0.53,3.47,2.4
CACG,null,null,null,null,1.153,null,null,30.42,25.44
YLDE,null,null,null,null,4.658,null,null,null,25.6
LRGE,null,null,null,null,2.167,null,null,32.06,null
CLFD,5.7677,6.0539,2.6223,39.2249,17.428,0,0.28,11.35,13.3
CLRO,0.7792,-21.1497,1.3162,23.2823,12.338,0,-1.65,3.55,9.45
CLSD,2.7842,-126.7271,8.2878,null,6.655,37.399,-2.33,10.36,8.81
CLIR,0.8129,-414.0291,23.1052,null,4.858,14.5559,-0.63,1.85,3.6
CLIRW,null,null,null,null,3.118,null,null,null,1.7896
CMTA,9.8577,null,4.2482,null,3.171,0,-7.93,15.62,null
CBLI,3.9721,-199.6454,20.5621,null,1.101,0,-0.87,2.56,3.359
CLVS,6.9155,null,9.3528,null,6.558,76.8167,-7.36,48.65,96.78
CLPS,null,null,null,null,null,null,null,13.32,null
CMFN,null,null,0.6565,7.123,0.746,null,null,9,10.25
CMSS,8.329,null,0.2855,160.8333,0.825,0,0.06,9.92,null
CMSSR,8.329,null,null,null,0.017,0,null,0.32,null
CMSSU,8.329,null,0.2947,166,0.331,0,0.06,null,null
CMSSW,null,null,null,null,0.309,null,null,null,null
CME,0.0437,19.0089,2.2107,27.1607,3.289,9.9639,12,168.42,124.06
CCNE,null,10.4127,1.6422,15.0536,3.514,134.4672,1.57,32.14,22.76
CWAY,null,3.7051,1.3042,28.5712,1.982,254.6429,0.65,27.85,20.5
COBZ,null,10.3206,2.5629,21.0406,8.714,79.5544,0.79,22.02,16.19
COKE,0.0264,29.9876,5.4793,72.7105,3.489,308.5576,10.3478,135.41,233.05
COCP,0.532,-0.5902,0.0461,null,0.077,0.9554,-0.9,3.71,6.6
CODA,1.6642,null,3.153,13.5429,0.477,59.8763,0.37,4,4.3
CDXS,1.2512,-105.3751,16.452,null,9.007,1.2303,-0.5,15.85,5
CODX,5.6258,null,92.9034,null,1.237,0,-0.0573,3.75,null
CVLY,null,7.5693,1.5022,16.7156,2.841,92.3943,1.35,30.4,25.7143
JVA,0.1782,1.8807,0.9905,53.21,0.382,33.6954,0.08,5.65,4.36
CCOI,3.3144,null,null,139.5865,9.604,null,0.13,54.7,39.05
CGNX,3.5777,17.2189,9.6879,42.6123,2.465,0,1.02,45.11,45.305
CTSH,1.7809,14.058,3.9141,18.9574,2.571,8.1826,2.54,78.7,67.12
CWBR,6.7929,-120.5273,25.7273,null,0.283,0,-0.26,8.31,null
COHR,1.1346,19.9723,5.9757,28.7611,5.234,51.07,8.46,154.92,242.29
CHRS,4.4695,-909.8967,16.5471,null,11.373,319.281,-4.48,17.2,15.8
COHU,1.825,12.5221,2.1631,17.9766,4.887,3.1004,1.18,25.18,16.71
CLCT,null,null,16.0519,28.9183,2.981,null,null,14.89,25.96
COLL,3.7696,-62.6517,5.2081,null,10.775,1.421,-2.47,26.62,11.93
CIGI,0.1612,20.0799,null,null,1.407,87.5472,null,74.95,53.55
CLGN,3.6228,-293.1967,null,null,0.901,139.1501,null,5.7,null
CBAN,null,8.6497,1.3641,13.2056,0.492,79.4142,0.89,16.5,null
COLB,null,6.9605,1.6267,19.3382,8.934,6.8994,1.86,43.15,38.88
CLBK,null,6.7874,null,null,null,154.0285,null,17.21,null
COLM,1.6933,6.6058,3.102,23.9767,2.997,0,1.51,91.02,55.56
CMCO,0.3045,5.8873,2.257,19.9641,2.206,88.9986,0.97,43.58,26.18
CMCSA,0.159,37.0693,2.7113,19.3997,3.875,94.0967,4.82,33.81,39.94
CCNI,1.6015,8.733,1.5035,17.8788,0.129,0,0.33,5.8975,4.32
CBSH,null,12.4802,2.3196,20.3944,6.641,58.7906,2.9,66.09,53.5333
CBSHP,null,null,null,null,null,null,null,null,null
CVGI,0.4222,-2.3941,4.3221,23.707,1.825,223.367,-0.06,7.33,7.7
COMM,0.6273,12.7396,4.3827,37.3052,7.365,265.1616,1.01,29.31,38.02
JCS,2.0082,-21.3452,0.6497,null,0.278,0,-1.32,3.75,4.69
ESXB,null,6.0393,1.4507,17.1408,8.765,89.0317,0.33,9.85,7.95
CFBI,null,2.24,1.1386,145,0.68,0,0.08,10.7,13.43
CYHHZ,0.239,null,null,null,0.328,null,null,0.009,0.0095
CTBI,null,9.9859,1.5703,17.0766,6.522,58.6607,2.92,52.55,42.5
CWBC,null,7.2596,1.2453,14.7639,0.516,81.1232,0.6,11.75,10.1748
CVLT,1.4265,-14.2136,5.8622,null,4.066,0,-1.37,69.15,57.2
CGEN,4.7446,-79.8699,4.377,null,12.763,0,-0.72,3.65,4
CPSI,0.0127,-12.0603,3.0384,38.4332,43.332,104.6647,-1.3214,33.65,32.95
CTG,0.3412,1.0239,0.9901,19.3811,0.945,5.6408,0.05,7.7,5.65
SCOR,0.1511,null,2.4871,445.9569,3.004,1.2721,-4.9,22.5,26.05
CHCI,0.0559,null,null,null,0.257,null,-1.21,2.9,2.03
CMTL,0.2902,3.3301,1.0866,66.2496,2.267,40.7793,0.68,31.73,18.77
CNAT,2.6598,-69.8864,4.9564,null,2.779,46.9974,-0.61,4.97,4.96
CNCE,31.5229,67.5186,3.0486,6.3082,1.225,0,4.2,19.37,14.63
CDOR,null,-36.4301,3.1328,null,5.933,310.4353,-1,10.6,10.59
CFMS,1.4206,-76.2336,2.3296,null,4.949,63.7822,-1.24,1.26,4.14
CNFR,null,-35.7188,0.9355,null,0.256,54.9483,-2.74,6.35,6.8
CNMD,null,null,2.4666,36.2981,7.389,null,1.99,76.43,51.56
CTWS,0.0871,9.4461,2.3589,25.4621,6.805,94.9566,2.17,65.58,58.13
CNOB,null,7.8835,1.4606,17.0202,7.359,128.1798,1.35,26.2,22.4
CONN,0.0566,1.2277,2.0886,30.3649,8.564,203.9016,0.21,35,16.95
CNSL,0.0612,17.5707,1.5182,28.9586,9.27,411.9767,1.07,13.13,20.23
CWCO,6.1828,4.179,1.2709,19.8434,3.097,0.4638,0.41,12.95,12.05
CNAC,10.7262,34.1048,null,null,2.778,0,null,9.96,null
CNACR,10.7262,34.1048,null,null,3.772,0,null,0.39,null
CNACU,10.7262,34.1048,1976.9104,null,0.474,0,0.1814,10.6328,10.02
CNACW,null,null,null,null,3.56,null,null,0.33,null
ROAD,0.2405,16.8837,null,null,null,38.3491,0.63,13.51,null
CPSS,null,2.0343,0.4848,29.6429,24.473,1202.6884,0.17,4.22,4.49
CFRX,10.5988,-61.206,2.3849,null,0.658,0,-0.28,2.58,1.2
CTRV,null,null,3.3993,null,9.723,null,null,1.47,5.08
CTRL,1.9025,10.2543,4.3988,53.5225,3.516,0,0.64,24.77,20.5
CVON,0.2463,null,0.3208,null,0.931,0,-0.11,9.58,9.71
IFON,0.1165,-52.7833,3.4163,null,1.38,0,-1.52,3.58,11.75
CPRT,0.6953,42.1065,9.0657,34.1258,5.351,57.6503,1.72,59.91,31.27
CRBP,7.6416,-97.2122,6.8321,null,13.653,0.576,-0.65,5.9,5.95
CORT,3.0013,111.1458,10.8489,42.5957,4.637,0,1.14,16.06,12.09
CORE,0.0645,6.1751,2.6259,38.4718,6.338,100.5403,0.72,22.81,32.85
CORI,2.3648,-501.369,21.3425,null,9.826,321.9775,-1.64,8.9,7.53
CSOD,0.8741,-249.9236,91.858,null,8.247,2410.4566,-1.07,49.61,36.02
CORV,2.7922,-118.7358,null,null,1.374,247.0661,null,3.68,3.97
CRVL,0.5692,23.0423,5.8448,27.651,2.553,0,1.9,54.85,47.35
CRVS,10.0407,-51.1524,2.5695,null,14.561,0,-2.72,11.16,11.07
CSGP,8.26,5.6995,4.0441,79.4096,3.154,0,3.7,412.09,261.44
COST,0.3303,23.4414,7.5499,31.9572,4.453,61.8482,6.11,211.1,159.79
CPAH,null,null,2.2379,null,0.085,null,null,2.28,null
ICBK,null,7.8603,1.4934,18.0218,17.986,104.0125,1.52,28.51,24.02
COUP,2.6864,-21.1395,7.2308,null,4.798,67.7669,-0.83,62.97,30.57
CVTI,0.1891,20.8568,1.5552,29.3253,1.946,72.4252,3.03,31.98,17.93
COWN,null,-10.5809,0.6448,null,11.241,217.9642,-2.29,14.8,16
COWNL,null,null,null,null,null,null,null,null,null
COWNZ,null,null,null,null,null,null,null,null,null
PMTS,0.6718,null,null,4.4157,2.697,null,-1.98,2.28,12
CPSH,0.7871,-17.1153,2.3515,null,0.077,0,-0.13,null,1.2471
CRAI,0.443,3.682,1.8025,23.0745,1.995,0,0.91,53.42,34.24
CBRL,0.4284,37.7047,7.0196,18.6479,17.177,73.4609,8.4,166.39,163.63
BREW,0.0184,7.6047,2.8347,21.928,11.423,25.4589,0.49,20.1,16.7
CRAY,0.8729,-28.9118,2.4463,125.4144,10.68,0,-3.33,25.7,17.9
CACC,null,34.7075,4.0672,17.0815,18.28,199.9479,24.12,363.55,249.71
DGLD,null,null,null,null,7.493,null,null,47.41,49.73
DSLV,null,null,null,null,6.514,null,null,24.27,27.18
GLDI,null,null,null,null,0.099,null,null,8.68,9.27
SLVO,null,null,null,null,0.108,null,null,7.585,8.2354
TVIX,null,null,null,null,2.457,null,null,43.27,209.4
TVIZ,null,null,null,null,15.079,null,null,8.62,16.12
UGLD,null,null,null,null,5.993,null,null,9.77,10.26
USLV,null,null,null,null,3.65,null,null,9.77,11.81
